coeff_combo,age_less65_q00,age_65_q00,age_70_q00,age_75_q00,age_over80_q00,age_less65_q02,age_65_q02,age_70_q02,age_75_q02,age_over80_q02,age_less65_q04,age_65_q04,age_70_q04,age_75_q04,age_over80_q04,age_less65_q06,age_65_q06,age_70_q06,age_75_q06,age_over80_q06,age_less65_q08,age_65_q08,age_70_q08,age_75_q08,age_over80_q08,sum_sqres,wrongness_rat,fitness
502,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,432.4,1.709,738.7
503,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,393.8,1.597,628.8
504,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,358.4,1.485,532.3
505,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,327.3,1.373,449.5
506,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,301.7,1.261,380.6
507,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,283.2,1.169,331.0
508,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,422.2,1.597,674.5
509,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,382.7,1.486,568.5
510,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,346.2,1.374,475.6
511,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,313.8,1.262,396.0
512,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,287.0,1.169,335.6
513,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,267.4,1.095,292.8
514,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,256.8,1.082,277.9
515,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,418.0,1.486,621.2
516,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,378.0,1.374,519.5
517,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,341.0,1.262,430.5
518,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,308.1,1.17,360.4
519,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,280.8,1.095,307.5
520,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,260.7,1.084,282.6
521,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,249.8,1.185,295.9
522,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,249.0,1.296,322.9
523,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,419.8,1.375,577.2
524,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,380.0,1.263,480.0
525,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,343.3,1.17,401.7
526,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,310.6,1.096,340.3
527,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,283.5,1.085,307.7
528,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,263.7,1.184,312.2
529,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,252.8,1.296,327.7
530,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,252.1,1.408,354.9
531,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,261.7,1.52,397.6
532,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,558.8,2.173,1214.4
533,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,527.4,2.062,1087.3
534,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,496.2,1.95,967.7
535,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,499.0,1.951,973.4
536,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,466.0,1.839,857.0
537,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,436.6,1.727,754.0
538,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,474.4,1.839,872.6
539,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,439.6,1.728,759.4
540,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,408.2,1.616,659.6
541,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,381.2,1.504,573.3
542,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,454.1,1.728,784.7
543,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,417.6,1.616,674.9
544,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,384.4,1.504,578.4
545,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,355.6,1.393,495.2
546,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,332.2,1.281,425.5
547,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,438.7,1.617,709.3
548,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,400.8,1.505,603.2
549,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,366.1,1.393,510.0
550,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,335.7,1.281,430.1
551,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,310.8,1.193,370.9
552,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,292.8,1.119,327.6
553,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,428.8,1.505,645.5
554,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,389.8,1.394,543.3
555,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,354.1,1.282,453.9
556,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,322.5,1.194,385.1
557,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,296.5,1.119,331.9
558,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,277.6,1.08,299.9
559,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,267.4,1.165,311.6
560,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,424.6,1.394,592.0
561,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,385.3,1.282,494.1
562,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,349.0,1.194,416.8
563,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,317.0,1.12,354.9
564,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,290.5,1.08,313.8
565,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,271.2,1.165,315.9
566,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,260.6,1.277,332.7
567,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,260.0,1.388,360.9
568,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,426.4,1.283,547.0
569,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,387.3,1.195,462.6
570,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,351.3,1.12,393.4
571,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,319.4,1.08,345.0
572,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,293.1,1.164,341.3
573,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,274.0,1.276,349.7
574,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,263.6,1.388,365.8
575,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,262.9,1.5,394.3
576,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,272.1,1.611,438.4
577,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,566.9,2.081,1179.8
578,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,535.9,1.97,1055.7
579,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,505.3,1.858,938.9
580,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,508.0,1.859,944.3
581,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,475.7,1.747,830.9
582,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,446.8,1.635,730.6
583,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,483.9,1.747,845.6
584,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,449.8,1.636,735.7
585,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,419.2,1.524,638.7
586,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,392.9,1.412,554.8
587,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,464.0,1.636,759.2
588,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,428.3,1.524,652.9
589,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,396.1,1.413,559.4
590,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,368.1,1.301,478.8
591,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,345.6,1.217,420.7
592,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,448.9,1.525,684.6
593,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,412.0,1.413,582.1
594,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,378.3,1.301,492.2
595,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,348.9,1.218,425.0
596,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,325.0,1.143,371.6
597,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,307.9,1.092,336.1
598,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,439.2,1.414,620.8
599,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,401.3,1.302,522.4
600,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,366.7,1.218,446.7
601,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,336.3,1.144,384.6
602,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,311.5,1.092,340.0
603,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,293.5,1.145,336.2
604,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,283.8,1.257,356.8
605,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,435.1,1.302,566.7
606,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,396.9,1.219,483.7
607,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,361.8,1.144,413.9
608,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,331.0,1.092,361.3
609,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,305.7,1.145,350.0
610,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,287.4,1.257,361.2
611,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,277.5,1.369,379.7
612,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,276.8,1.48,409.8
613,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,436.9,1.219,532.6
614,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,398.8,1.145,456.4
615,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,363.9,1.092,397.3
616,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,333.3,1.144,381.5
617,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,308.2,1.256,387.2
618,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,290.1,1.368,396.8
619,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,280.3,1.48,414.7
620,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,279.6,1.592,445.1
621,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288.3,1.703,491.0
