coeff_combo,age_less65_q00,age_65_q00,age_70_q00,age_75_q00,age_over80_q00,age_less65_q02,age_65_q02,age_70_q02,age_75_q02,age_over80_q02,age_less65_q04,age_65_q04,age_70_q04,age_75_q04,age_over80_q04,age_less65_q06,age_65_q06,age_70_q06,age_75_q06,age_over80_q06,age_less65_q08,age_65_q08,age_70_q08,age_75_q08,age_over80_q08,sum_sqres,wrongness_rat,fitness
1958,1.9,1.9,1.9,1.9,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,343.1,1.519,521.2
1959,1.9,1.9,1.9,1.9,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,342.6,1.631,558.7
1960,1.9,1.9,1.9,1.9,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,349.7,1.743,609.3
1961,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,599.2,1.95,1168.4
1962,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,570.0,1.839,1048.0
1963,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,541.3,1.727,934.8
1964,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,543.9,1.727,939.5
1965,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,513.8,1.616,830.1
1966,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,487.2,1.504,732.7
1967,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,521.4,1.616,842.7
1968,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,489.9,1.504,737.0
1969,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,462.0,1.4,646.9
1970,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,438.2,1.326,581.0
1971,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,503.0,1.505,756.9
1972,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,470.3,1.401,658.7
1973,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,441.1,1.326,584.9
1974,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,416.2,1.251,520.8
1975,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,396.4,1.177,466.5
1976,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,489.1,1.401,685.3
1977,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,455.4,1.326,604.1
1978,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,425.2,1.252,532.3
1979,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,399.3,1.177,470.1
1980,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,378.6,1.116,422.4
1981,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,364.0,1.165,424.2
1982,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,480.2,1.327,637.2
1983,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,445.8,1.252,558.3
1984,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,414.9,1.178,488.6
1985,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,388.3,1.117,433.7
1986,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,367.0,1.165,427.5
1987,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,351.9,1.277,449.3
1988,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,343.9,1.388,477.4
1989,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,476.5,1.253,596.9
1990,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,441.8,1.178,520.5
1991,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,410.6,1.118,459.1
1992,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,383.7,1.164,446.8
1993,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,362.1,1.276,462.1
1994,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,346.8,1.388,481.4
1995,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,338.7,1.5,507.9
1996,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,338.1,1.612,544.9
1997,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,478.1,1.179,563.5
1998,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,443.6,1.119,496.5
1999,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,412.5,1.165,480.7
2000,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,385.7,1.276,492.1
2001,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,364.3,1.387,505.4
2002,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,349.1,1.499,523.3
2003,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,340.9,1.611,549.3
2004,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,340.4,1.723,586.5
2005,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,347.5,1.835,637.6
2006,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,600.9,1.858,1116.5
2007,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,571.8,1.747,998.8
2008,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,543.2,1.635,888.1
2009,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,545.8,1.636,892.6
2010,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,515.7,1.524,785.9
2011,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,489.3,1.424,696.9
2012,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,523.3,1.524,797.7
2013,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,492.0,1.425,700.9
2014,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,464.2,1.35,626.7
2015,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,440.6,1.276,562.0
2016,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,505.0,1.425,719.7
2017,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,472.4,1.351,638.0
2018,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,443.4,1.276,565.7
2019,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,418.6,1.201,502.9
2020,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,398.9,1.127,449.6
2021,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,491.2,1.351,663.6
2022,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,457.6,1.276,584.1
2023,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,427.6,1.202,513.9
2024,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,401.9,1.127,453.0
2025,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,381.3,1.155,440.3
2026,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,366.8,1.257,461.2
2027,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,482.3,1.277,615.8
2028,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,448.1,1.202,538.7
2029,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,417.4,1.128,470.6
2030,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,390.9,1.156,452.0
2031,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,369.8,1.257,464.7
2032,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,354.8,1.369,485.6
2033,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,346.8,1.48,513.4
2034,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,478.6,1.203,575.6
2035,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,444.1,1.128,501.0
2036,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,413.1,1.158,478.2
2037,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,386.4,1.256,485.4
2038,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,364.9,1.368,499.3
2039,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,349.8,1.48,517.6
2040,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,341.7,1.592,543.8
2041,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,341.1,1.703,581.1
2042,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,480.2,1.128,541.9
2043,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,445.8,1.159,516.8
2044,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,414.9,1.256,521.1
2045,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,388.4,1.368,531.1
2046,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,367.1,1.479,543.0
2047,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,352.0,1.591,560.0
2048,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,343.9,1.703,585.7
2049,1.9,1.9,1.9,1.9,1.9,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,343.4,1.815,623.2
2050,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,605.5,1.766,1069.4
2051,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,576.6,1.655,954.2
2052,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,548.3,1.543,846.1
2053,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,550.8,1.544,850.3
2054,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,521.1,1.449,755.0
2055,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,494.9,1.374,680.1
2056,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,528.6,1.449,766.1
2057,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,497.6,1.375,684.0
2058,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,470.1,1.3,611.2
2059,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,446.8,1.225,547.6
2060,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,510.5,1.375,701.9
2061,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,478.3,1.3,622.0
2062,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,449.6,1.226,551.2
2063,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,425.2,1.151,489.5
2064,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,405.8,1.147,465.5
2065,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,496.8,1.301,646.3
2066,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,463.7,1.226,568.6
2067,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,434.0,1.152,499.9
2068,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,408.7,1.149,469.4
2069,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,388.5,1.237,480.7
2070,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,374.3,1.349,505.0
2071,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,488.0,1.227,598.7
2072,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,454.2,1.152,523.3
2073,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,424.0,1.15,487.6
2074,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,398.0,1.237,492.3
2075,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,377.2,1.349,508.7
2076,1.9,1.9,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,362.5,1.46,529.5
